Date	Temperature [°C]
'09-Oct-2024 09:43:50'	19.987
'09-Oct-2024 10:43:50'	20.102
'09-Oct-2024 11:43:50'	20.102
'09-Oct-2024 12:43:50'	20.183
'09-Oct-2024 13:43:50'	20.327
'09-Oct-2024 14:43:50'	20.268
'09-Oct-2024 15:43:50'	20.386
'09-Oct-2024 16:43:50'	20.382
'09-Oct-2024 17:43:50'	20.363
'09-Oct-2024 18:43:50'	20.271
'09-Oct-2024 19:43:50'	20.272
'09-Oct-2024 20:43:50'	20.271
'09-Oct-2024 21:43:50'	20.269
'09-Oct-2024 22:43:50'	20.214
'09-Oct-2024 23:43:50'	20.157
'10-Oct-2024 00:43:50'	20.214
'10-Oct-2024 01:43:50'	20.215
'10-Oct-2024 02:43:50'	20.195
'10-Oct-2024 03:43:50'	20.158
'10-Oct-2024 04:43:50'	20.158
'10-Oct-2024 05:43:50'	20.157
'10-Oct-2024 06:43:50'	20.158
'10-Oct-2024 07:43:50'	20.158
'10-Oct-2024 08:43:50'	20.159
'10-Oct-2024 09:43:50'	20.102
'10-Oct-2024 10:43:50'	20.158
'10-Oct-2024 11:43:50'	20.213
'10-Oct-2024 12:43:50'	20.326
'10-Oct-2024 13:43:50'	20.326
'10-Oct-2024 14:43:50'	20.383
'10-Oct-2024 15:43:50'	20.382
'10-Oct-2024 16:43:50'	20.439
'10-Oct-2024 17:43:50'	20.325
'10-Oct-2024 18:43:50'	20.382
'10-Oct-2024 19:43:50'	20.326
'10-Oct-2024 20:43:50'	20.247
'10-Oct-2024 21:43:50'	20.215
'10-Oct-2024 22:43:50'	20.215
'10-Oct-2024 23:43:50'	20.159
'11-Oct-2024 00:43:50'	20.214
'11-Oct-2024 01:43:50'	20.102
'11-Oct-2024 02:43:50'	20.046
'11-Oct-2024 03:43:50'	20.048
'11-Oct-2024 04:43:50'	20.046
'11-Oct-2024 05:43:50'	20.046
'11-Oct-2024 06:43:50'	19.991
'11-Oct-2024 07:43:50'	19.99
'11-Oct-2024 08:43:50'	19.934
'11-Oct-2024 09:43:50'	19.878
'11-Oct-2024 10:43:50'	19.934
'11-Oct-2024 11:43:50'	20.046
'11-Oct-2024 12:43:50'	20.101
'11-Oct-2024 13:43:50'	20.214
'11-Oct-2024 14:43:50'	20.27
'11-Oct-2024 15:43:50'	20.269
'11-Oct-2024 16:43:50'	20.102
'11-Oct-2024 17:43:50'	20.325
'11-Oct-2024 18:43:50'	20.217
'11-Oct-2024 19:43:50'	20.217
'11-Oct-2024 20:43:50'	20.158
'11-Oct-2024 21:43:50'	20.102
'11-Oct-2024 22:43:50'	19.99
'11-Oct-2024 23:43:50'	19.99
'12-Oct-2024 00:43:50'	19.934
'12-Oct-2024 01:43:50'	19.878
'12-Oct-2024 02:43:50'	19.878
'12-Oct-2024 03:43:50'	19.767
'12-Oct-2024 04:43:50'	19.767
'12-Oct-2024 05:43:50'	19.654
'12-Oct-2024 06:43:50'	19.543
'12-Oct-2024 07:43:50'	19.543
'12-Oct-2024 08:43:50'	19.6
'12-Oct-2024 09:43:50'	19.486
'12-Oct-2024 10:43:50'	19.487
'12-Oct-2024 11:43:50'	19.711
'12-Oct-2024 12:43:50'	19.822
'12-Oct-2024 13:43:50'	19.934
'12-Oct-2024 14:43:50'	19.99
'12-Oct-2024 15:43:50'	20.046
'12-Oct-2024 16:43:50'	20.102
'12-Oct-2024 17:43:50'	20.158
'12-Oct-2024 18:43:50'	20.045
'12-Oct-2024 19:43:50'	20.158
'12-Oct-2024 20:43:50'	20.102
'12-Oct-2024 21:43:50'	20.045
'12-Oct-2024 22:43:50'	20.046
'12-Oct-2024 23:43:50'	19.935
'13-Oct-2024 00:43:50'	19.878
'13-Oct-2024 01:43:50'	19.822
'13-Oct-2024 02:43:50'	19.823
'13-Oct-2024 03:43:50'	19.71
'13-Oct-2024 04:43:50'	19.767
'13-Oct-2024 05:43:50'	19.766
'13-Oct-2024 06:43:50'	19.71
'13-Oct-2024 07:43:50'	19.71
'13-Oct-2024 08:43:50'	19.654
'13-Oct-2024 09:43:50'	19.655
'13-Oct-2024 10:43:50'	19.655
'13-Oct-2024 11:43:50'	19.767
'13-Oct-2024 12:43:50'	19.822
'13-Oct-2024 13:43:50'	19.822
'13-Oct-2024 14:43:50'	20.045
'13-Oct-2024 15:43:50'	20.102
'13-Oct-2024 16:43:50'	20.102
'13-Oct-2024 17:43:50'	20.104
'13-Oct-2024 18:43:50'	20.102
'13-Oct-2024 19:43:50'	20.046
'13-Oct-2024 20:43:50'	19.99
'13-Oct-2024 21:43:50'	19.99
'13-Oct-2024 22:43:50'	19.878
'13-Oct-2024 23:43:50'	19.822
'14-Oct-2024 00:43:50'	19.822
'14-Oct-2024 01:43:50'	19.766
'14-Oct-2024 02:43:50'	19.654
'14-Oct-2024 03:43:50'	19.655
'14-Oct-2024 04:43:50'	19.655
'14-Oct-2024 05:43:50'	19.655
'14-Oct-2024 06:43:50'	19.654
'14-Oct-2024 07:43:50'	19.598
'14-Oct-2024 08:43:50'	19.654
'14-Oct-2024 09:43:50'	19.6
'14-Oct-2024 10:43:50'	19.543
'14-Oct-2024 11:43:50'	19.709
'14-Oct-2024 12:43:50'	19.933
'14-Oct-2024 13:43:50'	19.992
'14-Oct-2024 14:43:50'	20.046
'14-Oct-2024 15:43:50'	20.157
'14-Oct-2024 16:43:50'	20.102
'14-Oct-2024 17:43:50'	20.102
'14-Oct-2024 18:43:50'	20.102
'14-Oct-2024 19:43:50'	20.102
'14-Oct-2024 20:43:50'	20.044
'14-Oct-2024 21:43:50'	20.045
'14-Oct-2024 22:43:50'	19.983
'14-Oct-2024 23:43:50'	19.991
'15-Oct-2024 00:43:50'	19.934
'15-Oct-2024 01:43:50'	19.878
'15-Oct-2024 02:43:50'	19.822
'15-Oct-2024 03:43:50'	19.822
'15-Oct-2024 04:43:50'	19.766
'15-Oct-2024 05:43:50'	19.766
'15-Oct-2024 06:43:50'	19.71
'15-Oct-2024 07:43:50'	19.653
'15-Oct-2024 08:43:50'	19.71
'15-Oct-2024 09:43:50'	19.654
'15-Oct-2024 10:43:50'	19.822
'15-Oct-2024 11:43:50'	19.92
'15-Oct-2024 12:43:50'	19.99
'15-Oct-2024 13:43:50'	20.046
'15-Oct-2024 14:43:50'	20.098
'15-Oct-2024 15:43:50'	20.101
'15-Oct-2024 16:43:50'	20.159
'15-Oct-2024 17:43:50'	20.077
'15-Oct-2024 18:43:50'	20.215
'15-Oct-2024 19:43:50'	20.16
'15-Oct-2024 20:43:50'	20.271
'15-Oct-2024 21:43:50'	20.27
'15-Oct-2024 22:43:50'	20.212
'15-Oct-2024 23:43:50'	20.158
'16-Oct-2024 00:43:50'	20.158
'16-Oct-2024 01:43:50'	20.158
'16-Oct-2024 02:43:50'	20.102
'16-Oct-2024 03:43:50'	20.046
'16-Oct-2024 04:43:50'	20.047
'16-Oct-2024 05:43:50'	20.046
'16-Oct-2024 06:43:50'	20.045
'16-Oct-2024 07:43:50'	20.048
'16-Oct-2024 08:43:50'	20.047
'16-Oct-2024 09:43:50'	19.99
'16-Oct-2024 10:43:50'	19.988
'16-Oct-2024 11:43:50'	20.046
'16-Oct-2024 12:43:50'	20.159
'16-Oct-2024 13:43:50'	20.104
'16-Oct-2024 14:43:50'	20.158
'16-Oct-2024 15:43:50'	20.213
'16-Oct-2024 16:43:50'	20.27
'16-Oct-2024 17:43:50'	20.214
'16-Oct-2024 18:43:50'	20.214
'16-Oct-2024 19:43:50'	20.214
'16-Oct-2024 20:43:50'	20.215
'16-Oct-2024 21:43:50'	20.213
'16-Oct-2024 22:43:50'	20.214
'16-Oct-2024 23:43:50'	20.157
'17-Oct-2024 00:43:50'	20.155
'17-Oct-2024 01:43:50'	20.101
'17-Oct-2024 02:43:50'	20.103
'17-Oct-2024 03:43:50'	20.102
'17-Oct-2024 04:43:50'	20.101
'17-Oct-2024 05:43:50'	20.102
'17-Oct-2024 06:43:50'	20.102
'17-Oct-2024 07:43:50'	20.045
'17-Oct-2024 08:43:50'	20.046
'17-Oct-2024 09:43:50'	20.045
'17-Oct-2024 10:43:50'	20.157
'17-Oct-2024 11:43:50'	20.101
'17-Oct-2024 12:43:50'	20.102
'17-Oct-2024 13:43:50'	20.162
'17-Oct-2024 14:43:50'	20.269
'17-Oct-2024 15:43:50'	20.325
'17-Oct-2024 16:43:50'	20.269
'17-Oct-2024 17:43:50'	20.326
'17-Oct-2024 18:43:50'	20.325
'17-Oct-2024 19:43:50'	20.27
'17-Oct-2024 20:43:50'	20.27
'17-Oct-2024 21:43:51'	20.213
'17-Oct-2024 22:43:50'	20.271
'17-Oct-2024 23:43:50'	20.214
'18-Oct-2024 00:43:50'	20.213
'18-Oct-2024 01:43:50'	20.214
'18-Oct-2024 02:43:50'	20.214
'18-Oct-2024 03:43:50'	20.158
'18-Oct-2024 04:43:50'	20.157
'18-Oct-2024 05:43:50'	20.158
'18-Oct-2024 06:43:50'	20.102
'18-Oct-2024 07:43:50'	20.101
'18-Oct-2024 08:43:50'	20.157
'18-Oct-2024 09:43:50'	20.101
'18-Oct-2024 10:43:50'	20.158
'18-Oct-2024 11:43:50'	20.214
'18-Oct-2024 12:43:50'	20.267
'18-Oct-2024 13:43:50'	20.331
'18-Oct-2024 14:43:50'	20.043
'18-Oct-2024 15:43:50'	20.384
'18-Oct-2024 16:43:50'	20.38
'18-Oct-2024 17:43:50'	20.348
'18-Oct-2024 18:43:50'	20.381
'18-Oct-2024 19:43:50'	20.382
'18-Oct-2024 20:43:50'	20.326
'18-Oct-2024 21:43:50'	20.325
'18-Oct-2024 22:43:50'	20.27
'18-Oct-2024 23:43:50'	20.103
'19-Oct-2024 00:43:50'	20.046
'19-Oct-2024 01:43:50'	19.991
'19-Oct-2024 02:43:50'	19.93
'19-Oct-2024 03:43:50'	19.934
'19-Oct-2024 04:43:50'	19.879
'19-Oct-2024 05:43:50'	19.934
'19-Oct-2024 06:43:50'	19.934
'19-Oct-2024 07:43:50'	19.879
'19-Oct-2024 08:43:50'	19.877
'19-Oct-2024 09:43:50'	19.823
'19-Oct-2024 10:43:50'	19.934
'19-Oct-2024 11:43:50'	19.99
'19-Oct-2024 12:43:50'	20.102
'19-Oct-2024 13:43:50'	19.991
'19-Oct-2024 14:43:50'	20.102
'19-Oct-2024 15:43:50'	20.213
'19-Oct-2024 16:43:50'	20.102
'19-Oct-2024 17:43:50'	20.159
'19-Oct-2024 18:43:50'	20.101
'19-Oct-2024 19:43:50'	20.161
'19-Oct-2024 20:43:50'	20.105
'19-Oct-2024 21:43:50'	20.047
'19-Oct-2024 22:43:50'	20.046
'19-Oct-2024 23:43:50'	19.992
'20-Oct-2024 00:43:50'	20.047
'20-Oct-2024 01:43:50'	19.991
'20-Oct-2024 02:43:50'	19.935
'20-Oct-2024 03:43:50'	19.989
'20-Oct-2024 04:43:50'	19.931
'20-Oct-2024 05:43:50'	19.935
'20-Oct-2024 06:43:50'	19.935
'20-Oct-2024 07:43:50'	19.933
'20-Oct-2024 08:43:50'	19.878
'20-Oct-2024 09:43:50'	20.046
'20-Oct-2024 10:43:50'	20.046
'20-Oct-2024 11:43:50'	19.878
'20-Oct-2024 12:43:50'	20.214
'20-Oct-2024 13:43:50'	19.878
'20-Oct-2024 14:43:50'	19.934
'20-Oct-2024 15:43:50'	19.933
'20-Oct-2024 16:43:50'	20.158
'20-Oct-2024 17:43:50'	20.326
'20-Oct-2024 18:43:50'	20.382
'20-Oct-2024 19:43:50'	20.326
'20-Oct-2024 20:43:50'	20.325
'20-Oct-2024 21:43:50'	20.325
'20-Oct-2024 22:43:50'	20.27
'20-Oct-2024 23:43:50'	20.158
'21-Oct-2024 00:43:50'	20.214
'21-Oct-2024 01:43:50'	20.158
'21-Oct-2024 02:43:50'	20.099
'21-Oct-2024 03:43:50'	19.99
'21-Oct-2024 04:43:50'	20.046
'21-Oct-2024 05:43:50'	19.99
'21-Oct-2024 06:43:50'	19.931
'21-Oct-2024 07:43:50'	19.822
'21-Oct-2024 08:43:50'	19.823
'21-Oct-2024 09:43:50'	19.878
'21-Oct-2024 10:43:50'	19.655
'21-Oct-2024 11:43:50'	20.214
'21-Oct-2024 12:43:50'	20.214
'21-Oct-2024 13:43:50'	19.934
'21-Oct-2024 14:43:50'	20.045
'21-Oct-2024 15:43:50'	20.046
'21-Oct-2024 16:43:50'	20.158
'21-Oct-2024 17:43:50'	19.991
'21-Oct-2024 18:43:50'	20.328
'21-Oct-2024 19:43:50'	19.933
'21-Oct-2024 20:43:50'	20.159
'21-Oct-2024 21:43:50'	20.379
'21-Oct-2024 22:43:50'	20.381
'21-Oct-2024 23:43:50'	20.325
'22-Oct-2024 00:43:50'	20.327
'22-Oct-2024 01:43:50'	20.326
'22-Oct-2024 02:43:50'	20.269
'22-Oct-2024 03:43:50'	20.27
'22-Oct-2024 04:43:50'	20.27
'22-Oct-2024 05:43:50'	20.158
'22-Oct-2024 06:43:50'	20.102
'22-Oct-2024 07:43:50'	20.046
'22-Oct-2024 08:43:50'	19.99
'22-Oct-2024 09:43:50'	20.046
'22-Oct-2024 10:43:50'	20.158
'22-Oct-2024 11:43:50'	20.215
'22-Oct-2024 12:43:50'	20.27
'22-Oct-2024 13:43:50'	20.326
'22-Oct-2024 14:43:50'	20.326
'22-Oct-2024 15:43:50'	20.27
'22-Oct-2024 16:43:50'	20.381
'22-Oct-2024 17:43:50'	20.384
'22-Oct-2024 18:43:50'	20.382
'22-Oct-2024 19:43:50'	20.382
'22-Oct-2024 20:43:50'	20.381
'22-Oct-2024 21:43:50'	20.438
'22-Oct-2024 22:43:50'	20.382
'22-Oct-2024 23:43:50'	20.382
'23-Oct-2024 00:43:50'	20.326
'23-Oct-2024 01:43:50'	20.325
'23-Oct-2024 02:43:50'	20.325
'23-Oct-2024 03:43:50'	20.326
'23-Oct-2024 04:43:50'	20.326
'23-Oct-2024 05:43:50'	20.325
'23-Oct-2024 06:43:50'	20.326
'23-Oct-2024 07:43:50'	20.325
'23-Oct-2024 08:43:50'	20.326
'23-Oct-2024 09:43:50'	20.326
'23-Oct-2024 10:43:50'	20.326
'23-Oct-2024 11:43:50'	20.326
'23-Oct-2024 12:43:50'	20.327
'23-Oct-2024 13:43:50'	20.326
'23-Oct-2024 14:43:50'	20.325
'23-Oct-2024 15:43:50'	20.382
'23-Oct-2024 16:43:50'	20.438
'23-Oct-2024 17:43:50'	20.382
'23-Oct-2024 18:43:50'	20.382
'23-Oct-2024 19:43:50'	20.382
'23-Oct-2024 20:43:50'	20.382
'23-Oct-2024 21:43:50'	20.381
'23-Oct-2024 22:43:50'	20.382
'23-Oct-2024 23:43:50'	20.326
'24-Oct-2024 00:43:50'	20.326
'24-Oct-2024 01:43:50'	20.326
'24-Oct-2024 02:43:50'	20.326
'24-Oct-2024 03:43:50'	20.27
'24-Oct-2024 04:43:50'	20.214
'24-Oct-2024 05:43:50'	20.214
'24-Oct-2024 06:43:50'	20.158
'24-Oct-2024 07:43:50'	20.162
'24-Oct-2024 08:43:50'	20.158
'24-Oct-2024 09:43:50'	20.102
'24-Oct-2024 10:43:50'	20.214
'24-Oct-2024 11:43:50'	20.214
'24-Oct-2024 12:43:50'	20.102
'24-Oct-2024 13:43:50'	20.325
'24-Oct-2024 14:43:50'	20.376
'24-Oct-2024 15:43:50'	20.437
'24-Oct-2024 16:43:50'	20.38
'24-Oct-2024 17:43:50'	20.382
'24-Oct-2024 18:43:50'	20.439
'24-Oct-2024 19:43:50'	20.381
'24-Oct-2024 20:43:50'	20.382
'24-Oct-2024 21:43:50'	20.438
'24-Oct-2024 22:43:50'	20.425
'24-Oct-2024 23:43:50'	20.382
'25-Oct-2024 00:43:50'	20.382
'25-Oct-2024 01:43:50'	20.382
'25-Oct-2024 02:43:50'	20.325
'25-Oct-2024 03:43:50'	20.325
'25-Oct-2024 04:43:50'	20.27
'25-Oct-2024 05:43:50'	20.159
'25-Oct-2024 06:43:50'	20.103
'25-Oct-2024 07:43:50'	20.102
'25-Oct-2024 08:43:50'	20.102
'25-Oct-2024 09:43:50'	20.101
'25-Oct-2024 10:43:50'	20.213
'25-Oct-2024 11:43:50'	20.158
'25-Oct-2024 12:43:50'	20.214
'25-Oct-2024 13:43:50'	20.214
'25-Oct-2024 14:43:50'	20.325
'25-Oct-2024 15:43:50'	20.325
'25-Oct-2024 16:43:50'	20.381
'25-Oct-2024 17:43:50'	20.382
'25-Oct-2024 18:43:50'	20.382
'25-Oct-2024 19:43:50'	20.326
'25-Oct-2024 20:43:50'	20.326
'25-Oct-2024 21:43:50'	20.326
'25-Oct-2024 22:43:50'	20.325
'25-Oct-2024 23:43:50'	20.214
'26-Oct-2024 00:43:50'	20.214
'26-Oct-2024 01:43:50'	20.215
'26-Oct-2024 02:43:50'	20.213
'26-Oct-2024 03:43:50'	20.157
'26-Oct-2024 04:43:50'	20.158
'26-Oct-2024 05:43:50'	20.158
'26-Oct-2024 06:43:50'	20.158
'26-Oct-2024 07:43:50'	20.102
'26-Oct-2024 08:43:50'	20.102
'26-Oct-2024 09:43:50'	20.102
'26-Oct-2024 10:43:50'	19.99
'26-Oct-2024 11:43:50'	20.325
'26-Oct-2024 12:43:50'	20.326
'26-Oct-2024 13:43:50'	20.382
'26-Oct-2024 14:43:50'	20.382
'26-Oct-2024 15:43:50'	20.325
'26-Oct-2024 16:43:50'	20.382
'26-Oct-2024 17:43:50'	20.382
'26-Oct-2024 18:43:50'	20.437
'26-Oct-2024 19:43:50'	20.439
'26-Oct-2024 20:43:50'	20.437
'26-Oct-2024 21:43:50'	20.437
'26-Oct-2024 22:43:50'	20.438
'26-Oct-2024 23:43:50'	20.441
'27-Oct-2024 00:43:50'	20.436
'27-Oct-2024 01:43:50'	20.382
'27-Oct-2024 02:43:50'	20.381
'27-Oct-2024 02:43:50'	20.383
'27-Oct-2024 03:43:50'	20.382
'27-Oct-2024 04:43:50'	20.381
'27-Oct-2024 05:43:50'	20.326
'27-Oct-2024 06:43:50'	20.326
'27-Oct-2024 07:43:50'	20.326
'27-Oct-2024 08:43:51'	20.326
'27-Oct-2024 09:43:50'	20.27
'27-Oct-2024 10:43:50'	20.27
'27-Oct-2024 11:43:50'	20.324
'27-Oct-2024 12:43:50'	20.381
'27-Oct-2024 13:43:50'	20.549
'27-Oct-2024 14:43:50'	20.439
'27-Oct-2024 15:43:50'	20.326
'27-Oct-2024 16:43:50'	20.381
'27-Oct-2024 17:43:50'	20.325
'27-Oct-2024 18:43:50'	20.606
'27-Oct-2024 19:43:50'	20.605
'27-Oct-2024 20:43:50'	20.552
'27-Oct-2024 21:43:50'	20.493
'27-Oct-2024 22:43:50'	20.493
'27-Oct-2024 23:43:50'	20.438
'28-Oct-2024 00:43:50'	20.38
'28-Oct-2024 01:43:50'	20.438
'28-Oct-2024 02:43:50'	20.382
'28-Oct-2024 03:43:50'	20.326
'28-Oct-2024 04:43:50'	20.325
'28-Oct-2024 05:43:50'	20.215
'28-Oct-2024 06:43:50'	20.158
'28-Oct-2024 07:43:50'	20.102
'28-Oct-2024 08:43:50'	20.158
'28-Oct-2024 09:43:50'	20.21
'28-Oct-2024 10:43:50'	20.381
'28-Oct-2024 11:43:50'	20.381
'28-Oct-2024 12:43:50'	20.438
'28-Oct-2024 13:43:50'	20.494
'28-Oct-2024 14:43:50'	20.493
'28-Oct-2024 15:43:50'	20.549
'28-Oct-2024 16:43:50'	20.408
'28-Oct-2024 17:43:50'	20.549
'28-Oct-2024 18:43:50'	20.493
'28-Oct-2024 19:43:50'	20.548
'28-Oct-2024 20:43:50'	20.493
'28-Oct-2024 21:43:50'	20.438
'28-Oct-2024 22:43:50'	20.438
'28-Oct-2024 23:43:50'	20.381
'29-Oct-2024 00:43:50'	20.324
'29-Oct-2024 01:43:50'	20.325
'29-Oct-2024 02:43:50'	20.214
'29-Oct-2024 03:43:50'	20.157
'29-Oct-2024 04:43:50'	20.159
'29-Oct-2024 05:43:50'	20.046
'29-Oct-2024 06:43:50'	20.042
'29-Oct-2024 07:43:50'	19.881
'29-Oct-2024 08:43:50'	19.876
'29-Oct-2024 09:43:50'	19.879
'29-Oct-2024 10:43:50'	19.933
'29-Oct-2024 11:43:50'	20.099
'29-Oct-2024 12:43:50'	20.16
'29-Oct-2024 13:43:50'	20.267
'29-Oct-2024 14:43:50'	20.325
'29-Oct-2024 15:43:50'	20.326
'29-Oct-2024 16:43:50'	20.325
'29-Oct-2024 17:43:50'	20.349
'29-Oct-2024 18:43:50'	20.324
'29-Oct-2024 19:43:50'	20.326
'29-Oct-2024 20:43:50'	20.323
'29-Oct-2024 21:43:50'	20.269
'29-Oct-2024 22:43:50'	20.214
'29-Oct-2024 23:43:50'	20.212
'30-Oct-2024 00:43:50'	20.102
'30-Oct-2024 01:43:50'	20.103
'30-Oct-2024 02:43:50'	20.045
'30-Oct-2024 03:43:50'	19.99
'30-Oct-2024 04:43:50'	19.934
'30-Oct-2024 05:43:50'	19.767
'30-Oct-2024 06:43:50'	19.766
'30-Oct-2024 07:43:50'	19.712
'30-Oct-2024 08:43:50'	19.655
'30-Oct-2024 09:43:50'	19.487
'30-Oct-2024 10:43:50'	19.711
'30-Oct-2024 11:43:50'	19.99
'30-Oct-2024 12:43:50'	19.934
'30-Oct-2024 13:43:50'	20.046
'30-Oct-2024 14:43:50'	20.158
'30-Oct-2024 15:43:50'	20.157
'30-Oct-2024 16:43:50'	20.215
'30-Oct-2024 17:43:50'	20.158
'30-Oct-2024 18:43:50'	20.102
'30-Oct-2024 19:43:50'	20.046
'30-Oct-2024 20:43:50'	20.046
'30-Oct-2024 21:43:50'	19.99
'30-Oct-2024 22:43:50'	19.99
'30-Oct-2024 23:43:50'	19.934
'31-Oct-2024 00:43:50'	19.822
'31-Oct-2024 01:43:50'	19.767
'31-Oct-2024 02:43:50'	19.654
'31-Oct-2024 03:43:50'	19.598
'31-Oct-2024 04:43:50'	19.542
'31-Oct-2024 05:43:50'	19.487
'31-Oct-2024 06:43:50'	19.375
'31-Oct-2024 07:43:50'	19.318
'31-Oct-2024 08:43:50'	19.302
'31-Oct-2024 09:43:50'	19.319
'31-Oct-2024 10:43:50'	19.431
'31-Oct-2024 11:43:50'	19.599
'31-Oct-2024 12:43:50'	19.752
'31-Oct-2024 13:43:50'	19.822
'31-Oct-2024 14:43:50'	19.878
'31-Oct-2024 15:43:50'	19.934
'31-Oct-2024 16:43:50'	20.046
'31-Oct-2024 17:43:50'	19.934
'31-Oct-2024 18:43:50'	19.935
'31-Oct-2024 19:43:50'	19.878
'31-Oct-2024 20:43:50'	19.823
'31-Oct-2024 21:43:50'	19.711
'31-Oct-2024 22:43:50'	19.711
'31-Oct-2024 23:43:50'	19.655
'01-Nov-2024 00:43:50'	19.543
'01-Nov-2024 01:43:50'	19.488
'01-Nov-2024 02:43:50'	19.376
'01-Nov-2024 03:43:50'	19.319
'01-Nov-2024 04:43:50'	19.263
'01-Nov-2024 05:43:50'	19.207
'01-Nov-2024 06:43:50'	19.151
'01-Nov-2024 07:43:50'	19.079
'01-Nov-2024 08:43:50'	18.76
'01-Nov-2024 09:43:50'	19.263
'01-Nov-2024 10:43:50'	19.039
'01-Nov-2024 11:43:50'	19.151
'01-Nov-2024 12:43:50'	19.375
'01-Nov-2024 13:43:50'	19.43
'01-Nov-2024 14:43:50'	19.487
'01-Nov-2024 15:43:50'	19.599
'01-Nov-2024 16:43:50'	19.431
'01-Nov-2024 17:43:50'	19.598
'01-Nov-2024 18:43:50'	19.487
'01-Nov-2024 19:43:50'	19.431
'01-Nov-2024 20:43:50'	19.431
'01-Nov-2024 21:43:50'	19.375
'01-Nov-2024 22:43:50'	19.319
'01-Nov-2024 23:43:50'	19.208
'02-Nov-2024 00:43:50'	19.151
'02-Nov-2024 01:43:50'	19.096
'02-Nov-2024 02:43:50'	19.039
'02-Nov-2024 03:43:50'	18.984
'02-Nov-2024 04:43:50'	18.927
'02-Nov-2024 05:43:50'	18.815
'02-Nov-2024 06:43:50'	18.76
'02-Nov-2024 07:43:50'	18.76
'02-Nov-2024 08:43:50'	18.704
'02-Nov-2024 09:43:50'	18.424
'02-Nov-2024 10:43:50'	18.76
'02-Nov-2024 11:43:50'	18.872
'02-Nov-2024 12:43:50'	18.983
'02-Nov-2024 13:43:50'	19.04
'02-Nov-2024 14:43:50'	19.263
'02-Nov-2024 15:43:50'	19.264
'02-Nov-2024 16:43:50'	19.152
'02-Nov-2024 17:43:50'	19.431
'02-Nov-2024 18:43:50'	19.375
'02-Nov-2024 19:43:50'	19.431
'02-Nov-2024 20:43:50'	19.263
'02-Nov-2024 21:43:50'	19.207
'02-Nov-2024 22:43:50'	19.151
'02-Nov-2024 23:43:50'	19.096
'03-Nov-2024 00:43:50'	18.983
'03-Nov-2024 01:43:50'	18.872
'03-Nov-2024 02:43:50'	18.983
'03-Nov-2024 03:43:50'	18.816
'03-Nov-2024 04:43:50'	18.816
'03-Nov-2024 05:43:50'	18.759
'03-Nov-2024 06:43:50'	18.647
'03-Nov-2024 07:43:50'	18.592
'03-Nov-2024 08:43:50'	18.592
'03-Nov-2024 09:43:50'	18.481
'03-Nov-2024 10:43:50'	18.592
'03-Nov-2024 11:43:50'	18.592
'03-Nov-2024 12:43:50'	18.815
'03-Nov-2024 13:43:50'	18.983
'03-Nov-2024 14:43:50'	18.983
'03-Nov-2024 15:43:50'	19.04
'03-Nov-2024 16:43:50'	19.096
'03-Nov-2024 17:43:50'	19.04
'03-Nov-2024 18:43:50'	19.039
'03-Nov-2024 19:43:50'	18.983
'03-Nov-2024 20:43:50'	18.928
'03-Nov-2024 21:43:50'	18.871
'03-Nov-2024 22:43:50'	18.816
'03-Nov-2024 23:43:50'	18.76
'04-Nov-2024 00:43:50'	18.648
'04-Nov-2024 01:43:50'	18.592
'04-Nov-2024 02:43:50'	18.649
'04-Nov-2024 03:43:50'	18.536
'04-Nov-2024 04:43:50'	18.481
'04-Nov-2024 05:43:50'	18.368
'04-Nov-2024 06:43:50'	18.312
'04-Nov-2024 07:43:50'	18.257
'04-Nov-2024 08:43:50'	18.201
'04-Nov-2024 09:43:50'	18.257
'04-Nov-2024 10:43:50'	18.313
'04-Nov-2024 11:43:50'	18.369
'04-Nov-2024 12:43:50'	18.481
'04-Nov-2024 13:43:50'	18.48
'04-Nov-2024 14:43:50'	18.65
'04-Nov-2024 15:43:50'	18.703
'04-Nov-2024 16:43:50'	18.704
'04-Nov-2024 17:43:50'	18.759
'04-Nov-2024 18:43:50'	18.704
'04-Nov-2024 19:43:50'	18.648
'04-Nov-2024 20:43:50'	18.592
'04-Nov-2024 21:43:50'	18.48
'04-Nov-2024 22:43:50'	18.48
'04-Nov-2024 23:43:50'	18.37
'05-Nov-2024 00:43:50'	18.256
'05-Nov-2024 01:43:50'	18.2
'05-Nov-2024 02:43:50'	18.201
'05-Nov-2024 03:43:50'	18.2
'05-Nov-2024 04:43:50'	18.089
'05-Nov-2024 05:43:50'	18.088
'05-Nov-2024 06:43:50'	17.977
'05-Nov-2024 07:43:50'	17.921
'05-Nov-2024 08:43:50'	17.865
'05-Nov-2024 09:43:50'	17.865
'05-Nov-2024 10:43:50'	17.865
'05-Nov-2024 11:43:50'	17.921
'05-Nov-2024 12:43:50'	18.033
'05-Nov-2024 13:43:50'	18.143
'05-Nov-2024 14:43:50'	18.201
'05-Nov-2024 15:43:50'	18.256
'05-Nov-2024 16:43:50'	18.312
'05-Nov-2024 17:43:50'	18.255
'05-Nov-2024 18:43:50'	18.201
'05-Nov-2024 19:43:50'	18.145
'05-Nov-2024 20:43:50'	18.088
'05-Nov-2024 21:43:50'	18.031
'05-Nov-2024 22:43:50'	17.92
'05-Nov-2024 23:43:50'	17.865
'06-Nov-2024 00:43:50'	17.809
'06-Nov-2024 01:43:50'	17.754
